region,lga,ward,subvillage,longitude_imputed_subvillage
Dodoma,Mpwapwa,Ipera,Msasani,36.51394275
Dodoma,Mpwapwa,Ipera,Mwinyi,36.43767209
Dodoma,Mpwapwa,Ipera,Nyamamba,36.41844971
Dodoma,Mpwapwa,Ipera,Nyerere,36.44093427
Dodoma,Mpwapwa,Ipera,Sokoine,36.43904888
Dodoma,Mpwapwa,Ipera,Tangini,36.48977149
Dodoma,Mpwapwa,Ipera,Town Star,36.48883133
Dodoma,Mpwapwa,Ipera,Uganda,36.363347445
Dodoma,Mpwapwa,Ipera,Vikundi,36.48390409
Dodoma,Mpwapwa,Kibakwe,Chamtumile,36.39824713
Dodoma,Mpwapwa,Kibakwe,Chidumule,36.39695227333333
Dodoma,Mpwapwa,Kibakwe,Chilenga,36.39856938
Dodoma,Mpwapwa,Kibakwe,Idunda,36.38297409
Dodoma,Mpwapwa,Kibakwe,Idunda Juu,36.37389901
Dodoma,Mpwapwa,Kibakwe,Ikongola Juu,36.370882495000004
Dodoma,Mpwapwa,Kibakwe,Ilolo,36.38888327
Dodoma,Mpwapwa,Kibakwe,Ipera,36.39771596
Dodoma,Mpwapwa,Kibakwe,Ipondelo,36.38110968
Dodoma,Mpwapwa,Kibakwe,Kati,36.38065524
Dodoma,Mpwapwa,Kibakwe,Kidunda,36.38281378
Dodoma,Mpwapwa,Kibakwe,Kikurunge,36.37822358
Dodoma,Mpwapwa,Kibakwe,Kikurunge Chini,36.379468083333336
Dodoma,Mpwapwa,Kibakwe,Mabatini A,36.3954871
Dodoma,Mpwapwa,Kibakwe,Mabatini B,36.39353266
Dodoma,Mpwapwa,Kibakwe,Majengo,36.40455378
Dodoma,Mpwapwa,Kibakwe,Mamayangu,36.3827364
Dodoma,Mpwapwa,Kibakwe,Masena A,36.403174315
Dodoma,Mpwapwa,Kibakwe,Mbuyahela,36.39597104
Dodoma,Mpwapwa,Kibakwe,Mjegwa,36.37842073
Dodoma,Mpwapwa,Kibakwe,Mjini Chini,36.3721665
Dodoma,Mpwapwa,Kibakwe,Mjini Juu,36.36619237666667
Dodoma,Mpwapwa,Kibakwe,Mnchinyino,36.39466046
Dodoma,Mpwapwa,Kibakwe,Mtakuja,36.39884965
Dodoma,Mpwapwa,Kibakwe,Shuleni,36.383908395
Dodoma,Mpwapwa,Kibakwe,Zahani,36.3829287
Dodoma,Mpwapwa,Kimagai,Chang'Ombe,36.550378306666666
Dodoma,Mpwapwa,Kimagai,Chang'Ombe A,36.57570301
Dodoma,Mpwapwa,Kimagai,Chang'Ombe B,36.57509285
Dodoma,Mpwapwa,Kimagai,Chibwechangula,36.534289335000004
Dodoma,Mpwapwa,Kimagai,Ikulu,36.58201599
Dodoma,Mpwapwa,Kimagai,Ilolo,36.58067432
Dodoma,Mpwapwa,Kimagai,Isuzaje,36.58713822
Dodoma,Mpwapwa,Kimagai,Kati,36.56025579
Dodoma,Mpwapwa,Kimagai,Kichangani,36.57642013
Dodoma,Mpwapwa,Kimagai,Kituoni,36.53702823
Dodoma,Mpwapwa,Kimagai,Lupeta,36.542069795
Dodoma,Mpwapwa,Kimagai,Mabwe Matitu,36.57697933
Dodoma,Mpwapwa,Kimagai,Mdawini,36.553826265
Dodoma,Mpwapwa,Kimagai,Mwanili,36.56996528
Dodoma,Mpwapwa,Kimagai,Mwanjile,36.56750927
Dodoma,Mpwapwa,Kimagai,Mwanjili,36.56968796
Dodoma,Mpwapwa,Kimagai,Nindi,36.58694892
Dodoma,Mpwapwa,Kimagai,Shuleni,36.57554339
Dodoma,Mpwapwa,Kimagai,Ubenani,36.5606757
Dodoma,Mpwapwa,Luhundwa,Chadunundu,36.35445404
Dodoma,Mpwapwa,Luhundwa,Chang'Ombe,36.36968345
Dodoma,Mpwapwa,Luhundwa,Galani A,36.46897449
Dodoma,Mpwapwa,Luhundwa,Galani B,36.46895338
Dodoma,Mpwapwa,Luhundwa,Ilala,36.49889007
Dodoma,Mpwapwa,Luhundwa,Ilembula,36.50271895
Dodoma,Mpwapwa,Luhundwa,Ilolo,36.45360232
Dodoma,Mpwapwa,Luhundwa,Italula,36.38718336
Dodoma,Mpwapwa,Luhundwa,Kizilanzala,36.38647415
Dodoma,Mpwapwa,Luhundwa,Matugutu,36.443778545
Dodoma,Mpwapwa,Luhundwa,Mtakuja,36.451946225
Dodoma,Mpwapwa,Luhundwa,Seluka,36.44904027
Dodoma,Mpwapwa,Luhundwa,Shuleni,36.46908359
Dodoma,Mpwapwa,Luhundwa,Songambele,36.49926578
Dodoma,Mpwapwa,Lumuma,Chang'Ombe,36.561825082
Dodoma,Mpwapwa,Lumuma,Ikulu,36.54073647
Dodoma,Mpwapwa,Lumuma,Kati,36.646845150000004
Dodoma,Mpwapwa,Lumuma,Kivukoni,36.63567898
Dodoma,Mpwapwa,Lumuma,Mafuto,36.6342936
Dodoma,Mpwapwa,Lumuma,Majengo,36.57141889
Dodoma,Mpwapwa,Lumuma,Makole,36.50675364
Dodoma,Mpwapwa,Lumuma,Maswala,36.50644912
Dodoma,Mpwapwa,Lumuma,Mluwa,36.59077879
Dodoma,Mpwapwa,Lumuma,Mtakuja,36.607976805
Dodoma,Mpwapwa,Lumuma,Ng'Onje,36.60637028
Dodoma,Mpwapwa,Lumuma,Njia Panda,36.64487746
Dodoma,Mpwapwa,Lumuma,Shuleni,36.559972761666664
Dodoma,Mpwapwa,Lumuma,Songambele,36.594856985
Dodoma,Mpwapwa,Lumuma,Tangini,36.556303996666664
Dodoma,Mpwapwa,Massa,Ilolo Chini,36.42416531000001
Dodoma,Mpwapwa,Massa,Ilolo Kati,36.42137451
Dodoma,Mpwapwa,Massa,Ludega,36.36166158
Dodoma,Mpwapwa,Massa,Lutwina,36.415606545
Dodoma,Mpwapwa,Massa,Madong'A,36.39803562
Dodoma,Mpwapwa,Massa,Massa,36.40880308
Dodoma,Mpwapwa,Massa,Mlama,36.358587979999996
Dodoma,Mpwapwa,Massa,Muwondo A,36.35824062
Dodoma,Mpwapwa,Massa,Njiapanda,36.35843083
Dodoma,Mpwapwa,Massa,Tembelemonga,36.40074129999999
Dodoma,Mpwapwa,Massa,Uponda,36.36321115
Dodoma,Mpwapwa,Matomondo,Bondeni,36.702348099999995
Dodoma,Mpwapwa,Matomondo,Ikulu,36.722275239999995
Dodoma,Mpwapwa,Matomondo,Kaloleni B,36.630692874999994
Dodoma,Mpwapwa,Matomondo,Majengo,36.70040208
Dodoma,Mpwapwa,Matomondo,Mangwe,36.665267035
Dodoma,Mpwapwa,Matomondo,Manyata,36.71250846
Dodoma,Mpwapwa,Matomondo,Mbuyuni,36.710430654999996
Dodoma,Mpwapwa,Matomondo,Misheni,36.70766399
Dodoma,Mpwapwa,Matomondo,Misheni B,36.70706405
Dodoma,Mpwapwa,Matomondo,Msunjilile,36.64113983
Dodoma,Mpwapwa,Matomondo,Sangandunghu,36.73434971
Dodoma,Mpwapwa,Matomondo,Shuleni,36.68073115
Dodoma,Mpwapwa,Mazae,Bwagala,36.42407587
Dodoma,Mpwapwa,Mazae,Chamnye,36.46047834
Dodoma,Mpwapwa,Mazae,Champera,36.37031951
Dodoma,Mpwapwa,Mazae,Ikulu,36.41470081
Dodoma,Mpwapwa,Mazae,Kilimani,36.40663885
Dodoma,Mpwapwa,Mazae,Magobeka,36.38329862
Dodoma,Mpwapwa,Mazae,Mazae Kati,36.4621909
Dodoma,Mpwapwa,Mazae,Misheni,36.388511255
Dodoma,Mpwapwa,Mazae,Muungano,36.37286492
Dodoma,Mpwapwa,Mazae,Ng'Ambo,36.41079309
Dodoma,Mpwapwa,Mazae,Sosoleka,36.41162223
Dodoma,Mpwapwa,Mazae,Ugogoni,36.391296335
Dodoma,Mpwapwa,Mazae,Visele,36.454520020000004
Dodoma,Mpwapwa,Mbuga,Chang'Ombe,36.64282413
Dodoma,Mpwapwa,Mbuga,Igede,36.636246500000006
Dodoma,Mpwapwa,Mbuga,Iguruwi,36.598053
Dodoma,Mpwapwa,Mbuga,Ihwa,36.49807768
Dodoma,Mpwapwa,Mbuga,Ikulu,36.63842837
Dodoma,Mpwapwa,Mbuga,Ilasi,36.60147684
Dodoma,Mpwapwa,Mbuga,Iwanginyi,36.4861532
Dodoma,Mpwapwa,Mbuga,Kiheka,36.53212012
Dodoma,Mpwapwa,Mbuga,Majengo,36.60954434
Dodoma,Mpwapwa,Mbuga,Maua,36.609842362500004
Dodoma,Mpwapwa,Mbuga,Mfiro,36.507784145
Dodoma,Mpwapwa,Mbuga,Mji Mpya,36.60122739
Dodoma,Mpwapwa,Mbuga,Mng'Ang'A,36.5202574
Dodoma,Mpwapwa,Mbuga,Msufini,36.63881912
Dodoma,Mpwapwa,Mbuga,Tetemajuu,36.613398775
Dodoma,Mpwapwa,Mbuga,Zumbawanu,36.507274305
Dodoma,Mpwapwa,Mbuga,Zumbawanu Shuleni,36.51021216
Dodoma,Mpwapwa,Mima,Chikola,36.09861562
Dodoma,Mpwapwa,Mima,Chimagae,36.14213232
Dodoma,Mpwapwa,Mima,Chitumbula,36.07160178
Dodoma,Mpwapwa,Mima,Ilolo,36.08284839
Dodoma,Mpwapwa,Mima,Isalaza,36.09166016
Dodoma,Mpwapwa,Mima,Mabatini,36.09527761
Dodoma,Mpwapwa,Mima,Majengo,36.1279524
Dodoma,Mpwapwa,Mima,Makulu,36.13034356
Dodoma,Mpwapwa,Mima,Makutupa,36.07198619
Dodoma,Mpwapwa,Mima,Matemero,36.12587186
Dodoma,Mpwapwa,Mima,Mjini,36.002931165
Dodoma,Mpwapwa,Mima,Muungano,36.08933325666666
Dodoma,Mpwapwa,Mima,Nyerere,36.09840485
Dodoma,Mpwapwa,Mima,Nyerere A,36.10372812
Dodoma,Mpwapwa,Mima,Songambele,36.12258117
Dodoma,Mpwapwa,Mlunduzi,Chang'Ombe,36.08614731
Dodoma,Mpwapwa,Mlunduzi,Chinoje,36.03880479666667
Dodoma,Mpwapwa,Mlunduzi,Chiujila,36.22396993666666
Dodoma,Mpwapwa,Mlunduzi,Ikulu,36.093164635
Dodoma,Mpwapwa,Mlunduzi,Lwihomelo,36.09820036
Dodoma,Mpwapwa,Mlunduzi,Majengo,36.17550734
Dodoma,Mpwapwa,Mlunduzi,Mbije,36.16636766
Dodoma,Mpwapwa,Mlunduzi,Mbuyuni,36.07170726
Dodoma,Mpwapwa,Mlunduzi,Mission,36.195049605
Dodoma,Mpwapwa,Mlunduzi,Miyengweni,36.05022935
Dodoma,Mpwapwa,Mlunduzi,Mkombozi,36.03706227
Dodoma,Mpwapwa,Mlunduzi,Mpwadeko,36.11567488
Dodoma,Mpwapwa,Mlunduzi,Nyabo,36.05644960000001
Dodoma,Mpwapwa,Mlunduzi,Ofisini,36.07084993
Dodoma,Mpwapwa,Mlunduzi,Shuleni,36.069614955
Dodoma,Mpwapwa,Mlunduzi,Wiyenzele,36.11772219
Dodoma,Mpwapwa,Rudi,Abdu Jumbe,36.20722575
Dodoma,Mpwapwa,Rudi,Chamganga,36.203644575
Dodoma,Mpwapwa,Rudi,Chamuwondo,36.18612565
Dodoma,Mpwapwa,Rudi,Dmp,36.25689504
Dodoma,Mpwapwa,Rudi,Igunga A,36.267512409999995
Dodoma,Mpwapwa,Rudi,Igunga B,36.26257968
Dodoma,Mpwapwa,Rudi,Ihala,35.996608054999996
Dodoma,Mpwapwa,Rudi,Iramba,36.186848025
Dodoma,Mpwapwa,Rudi,Jamuhuri,35.9711842375
Dodoma,Mpwapwa,Rudi,Mnadani,36.256564174
Dodoma,Mpwapwa,Rudi,Msambachaka,36.20489092
Dodoma,Mpwapwa,Rudi,Shuleni,36.20346667333333
Dodoma,Mpwapwa,Rudi,Uwanja Wa Ndege,36.06936214333333
Dodoma,Mpwapwa,Vinghawe,Isingu A,36.477806279999996
Dodoma,Mpwapwa,Vinghawe,Isingu B,36.48127853
Dodoma,Mpwapwa,Vinghawe,Kawawa,36.50705986
Dodoma,Mpwapwa,Wotta,Ibanda,36.306772685
Dodoma,Mpwapwa,Wotta,Idindaumba,36.27853623
Dodoma,Mpwapwa,Wotta,Ihanza,36.28753265
Dodoma,Mpwapwa,Wotta,Ilembula,36.303098565
Dodoma,Mpwapwa,Wotta,Iramba,36.27832103
Dodoma,Mpwapwa,Wotta,Isalavanu,36.26794749
Dodoma,Mpwapwa,Wotta,Isasamambu,36.2637186
Dodoma,Mpwapwa,Wotta,Italaliza,36.272846055
Dodoma,Mpwapwa,Wotta,Kidabaga,36.32804043
Dodoma,Mpwapwa,Wotta,Kilimahewa,36.284707628
Dodoma,Mpwapwa,Wotta,Kimuli,36.32662162
Dodoma,Mpwapwa,Wotta,Magunga,36.29674429
Dodoma,Mpwapwa,Wotta,Majengo,36.28277959
Dodoma,Mpwapwa,Wotta,Matonga,36.31220500333333
Dodoma,Mpwapwa,Wotta,Mtakuja,36.27105566
Dodoma,Mpwapwa,Wotta,Mtamba,36.275903325
Dodoma,Mpwapwa,Wotta,Mwangaza,36.313643545000005
Dodoma,Mpwapwa,Wotta,Ng'Anda,36.29435352
Dodoma,Mpwapwa,Wotta,Uwanja Wa Ndege,36.28386427
Dodoma,Mpwapwa,Wotta,Wangama,36.28423813
Iringa,Iringa Rural,Idodi,Ilamba,35.201053689999995
Iringa,Iringa Rural,Idodi,Kibaoni,35.13927609
Iringa,Iringa Rural,Idodi,Kinyari,35.09766146333333
Iringa,Iringa Rural,Idodi,Kisiwani,35.11889144
Iringa,Iringa Rural,Idodi,Kitanewa,35.14335713
Iringa,Iringa Rural,Idodi,Kitisi,35.124388169999996
Iringa,Iringa Rural,Idodi,Lungemba,35.11235356333333
Iringa,Iringa Rural,Idodi,Mapogolo A,35.12572914
Iringa,Iringa Rural,Idodi,Mapogolo B,35.12134395
Iringa,Iringa Rural,Idodi,Mbuyuni,35.0963679
Iringa,Iringa Rural,Idodi,Mbuyuni A,35.177251764999994
Iringa,Iringa Rural,Idodi,Mbuyuni B,35.181058830000005
Iringa,Iringa Rural,Idodi,Mjimwema A,35.19686058333334
Iringa,Iringa Rural,Idodi,Mjimwema B,35.1960976225
Iringa,Iringa Rural,Idodi,Mlimani,35.09959248
Iringa,Iringa Rural,Idodi,Msimbi,35.20853437333333
Iringa,Iringa Rural,Idodi,Ofisini,35.09487525
Iringa,Iringa Rural,Idodi,Zahanati,35.099137895
Iringa,Iringa Rural,Ifunda,Gezaulole,35.43816961428571
Iringa,Iringa Rural,Ifunda,Igunga,35.488879190000006
Iringa,Iringa Rural,Ifunda,Kastamu,35.231970000000004
Iringa,Iringa Rural,Ifunda,Kibugumo,35.434116225555556
Iringa,Iringa Rural,Ifunda,Kilimahewa,35.49891717
Iringa,Iringa Rural,Ifunda,Lutitili,35.39124689
Iringa,Iringa Rural,Ifunda,Masimike,35.54126336
Iringa,Iringa Rural,Ifunda,Mfalanyaki,35.489511480000004
Iringa,Iringa Rural,Ifunda,Mibikimitali,35.553798
Iringa,Iringa Rural,Ifunda,Muwimbi,35.44799539571429
Iringa,Iringa Rural,Ifunda,Nyakigongo,35.23095923
Iringa,Iringa Rural,Ifunda,Ulete,35.409777525
Iringa,Iringa Rural,Ilolo Mpya,Barabara Mbili,35.47719511
Iringa,Iringa Rural,Ilolo Mpya,Cha Mamba,35.489071870000004
Iringa,Iringa Rural,Ilolo Mpya,Ilolo,35.47984389
Iringa,Iringa Rural,Ilolo Mpya,Kihesa,35.48175788333334
Iringa,Iringa Rural,Ilolo Mpya,Kimara Nongwa,35.475718119999996
Iringa,Iringa Rural,Ilolo Mpya,Magangamatitu,35.47959788
Iringa,Iringa Rural,Ilolo Mpya,Magozi,35.4767759525
Iringa,Iringa Rural,Ilolo Mpya,Mlimani,35.47935572
Iringa,Iringa Rural,Ilolo Mpya,Motomoto,35.471967855
Iringa,Iringa Rural,Ilolo Mpya,Msegelele,35.4751153275
Iringa,Iringa Rural,Ilolo Mpya,Mtakuja,35.48112393
Iringa,Iringa Rural,Ilolo Mpya,Muungano,35.48493532
Iringa,Iringa Rural,Ilolo Mpya,Ukwega,35.463490915
Iringa,Iringa Rural,Itunundu,Changalawe,35.49754372
Iringa,Iringa Rural,Itunundu,Kibwegele,35.49568769
Iringa,Iringa Rural,Itunundu,Kikluhe,35.479853274999996
Iringa,Iringa Rural,Itunundu,Kikwajuni,35.49892034
Iringa,Iringa Rural,Itunundu,Kimande,35.473322585
Iringa,Iringa Rural,Itunundu,Kinyika,35.43844587
Iringa,Iringa Rural,Itunundu,Mboliboli,35.54287217
Iringa,Iringa Rural,Itunundu,Mbuyuni,35.456820785000005
Iringa,Iringa Rural,Itunundu,Mjimwema,35.480745745
Iringa,Iringa Rural,Itunundu,Ndolela,35.47416378
Iringa,Iringa Rural,Izazi,Chapuya,35.83395089
Iringa,Iringa Rural,Izazi,Chekechea,35.71863725
Iringa,Iringa Rural,Izazi,Kenya,35.78567942
Iringa,Iringa Rural,Izazi,Kinyali B,35.93965781
Iringa,Iringa Rural,Izazi,Kiwanjani,35.72004548
Iringa,Iringa Rural,Izazi,Madukani,35.71111664
Iringa,Iringa Rural,Izazi,Magungu,35.69261049
Iringa,Iringa Rural,Izazi,Majengo,35.76966951
Iringa,Iringa Rural,Izazi,Makonge,35.77134066
Iringa,Iringa Rural,Izazi,Mbuyuni,35.76418772
Iringa,Iringa Rural,Izazi,Mbweleli,35.892607415
Iringa,Iringa Rural,Izazi,Migoli,35.76458204
Iringa,Iringa Rural,Izazi,Mnadani,35.69485484
Iringa,Iringa Rural,Izazi,Mtaa Wa Kati,35.776739415
Iringa,Iringa Rural,Izazi,Mtera,35.76961037
Iringa,Iringa Rural,Izazi,Nyerere,35.765272267499995
Iringa,Iringa Rural,Izazi,Sokoni,35.71992189
Iringa,Iringa Rural,Kalenga,Igawa,35.59958547
Iringa,Iringa Rural,Kalenga,Ilangi,35.57516776
Iringa,Iringa Rural,Kalenga,Ipamba,35.60255432333333
Iringa,Iringa Rural,Kalenga,Isakalelo C,35.62502029
Iringa,Iringa Rural,Kalenga,Isakalilo A,35.64978376
Iringa,Iringa Rural,Kalenga,Isakalilo B,35.6374737
Iringa,Iringa Rural,Kalenga,Isakalilo C,35.613819129999996
Iringa,Iringa Rural,Kalenga,Lipuli,35.59969777
Iringa,Iringa Rural,Kalenga,Mwambao,35.60016994
Iringa,Iringa Rural,Kalenga,Tosamaganga,35.58798414333334
Iringa,Iringa Rural,Kalenga,Unyangwila,35.58099181
Iringa,Iringa Rural,Kalenga,Wangi,35.6025981
Iringa,Iringa Rural,Kihorogota,Chamndindi Kati,35.74440560000001
Iringa,Iringa Rural,Kihorogota,Chengelela,35.837259366666665
Iringa,Iringa Rural,Kihorogota,Danida,35.816059205
Iringa,Iringa Rural,Kihorogota,Godauni,35.86363695
Iringa,Iringa Rural,Kihorogota,Godauni A,35.86209282
Iringa,Iringa Rural,Kihorogota,Godauni B,35.87007718
Iringa,Iringa Rural,Kihorogota,Ilogombe,35.88118545
Iringa,Iringa Rural,Kihorogota,Ivangwa,35.8472566
Iringa,Iringa Rural,Kihorogota,Iyaveya,35.87719801
Iringa,Iringa Rural,Kihorogota,Kibalasi,35.790646720000005
Iringa,Iringa Rural,Kihorogota,Kibaoni,35.796252190000004
Iringa,Iringa Rural,Kihorogota,Kihesa,35.84256324
Iringa,Iringa Rural,Kihorogota,Kihorogota,35.820540365
Iringa,Iringa Rural,Kihorogota,Luang'A,35.815877889999996
Iringa,Iringa Rural,Kihorogota,Luheko,35.784156075
Iringa,Iringa Rural,Kihorogota,Lyanika,35.80900756
Iringa,Iringa Rural,Kihorogota,Machinjiono,35.79674223
Iringa,Iringa Rural,Kihorogota,Madibila,35.877450865
Iringa,Iringa Rural,Kihorogota,Maganga,35.87237575
Iringa,Iringa Rural,Kihorogota,Mangawe,35.798878505000005
Iringa,Iringa Rural,Kihorogota,Manyanambo,35.69074252
Iringa,Iringa Rural,Kihorogota,Mdendemi,35.830651493333335
Iringa,Iringa Rural,Kihorogota,Mgolola,35.80073636
Iringa,Iringa Rural,Kihorogota,Mgugumbalo,35.825622295
Iringa,Iringa Rural,Kihorogota,Mji Mwema,35.84483658
Iringa,Iringa Rural,Kihorogota,Mseke A,35.696296325
Iringa,Iringa Rural,Kihorogota,Mseke B,35.70671274
Iringa,Iringa Rural,Kihorogota,Mti Ulaya,35.80170698
Iringa,Iringa Rural,Kihorogota,Mwang'Ingo,35.85468945666667
Iringa,Iringa Rural,Kihorogota,Ndelelwa,35.79682916
Iringa,Iringa Rural,Kihorogota,Ndevelwa,35.795872075000005
Iringa,Iringa Rural,Kihorogota,Ndolela,35.792943815
Iringa,Iringa Rural,Kihorogota,Ng'Owo,35.78005538
Iringa,Iringa Rural,Kihorogota,Njia Panda,35.80633363
Iringa,Iringa Rural,Kihorogota,Nyambala,35.87755096666667
Iringa,Iringa Rural,Kihorogota,Ofisini,35.790092369999996
Iringa,Iringa Rural,Kihorogota,Stendi,35.842505159999995
Iringa,Iringa Rural,Kiwere,Chapakazi,35.59224317666666
Iringa,Iringa Rural,Kiwere,Ikingwe,35.65708363
Iringa,Iringa Rural,Kiwere,Itagutwa,35.713552934999996
Iringa,Iringa Rural,Kiwere,Kidete,35.631925795
Iringa,Iringa Rural,Kiwere,Luganga,35.62016890666667
Iringa,Iringa Rural,Kiwere,Makondo,35.602421879999994
Iringa,Iringa Rural,Kiwere,Malamba A,35.623105100000004
Iringa,Iringa Rural,Kiwere,Malamba B,35.61859084
Iringa,Iringa Rural,Kiwere,Mapinduzi,35.60346019666667
Iringa,Iringa Rural,Kiwere,Mapululu,35.692967913333334
Iringa,Iringa Rural,Kiwere,Mlangali,35.626818698
Iringa,Iringa Rural,Kiwere,Mwaya A,35.60338151
Iringa,Iringa Rural,Kiwere,Mwaya B,35.59845556
Iringa,Iringa Rural,Lumuli,Banda Bichi,35.462357510000004
Iringa,Iringa Rural,Lumuli,Block 8,35.45622178
Iringa,Iringa Rural,Lumuli,Ifunda Girls,35.45312407
Iringa,Iringa Rural,Lumuli,Ihagaha,35.442386600000006
Iringa,Iringa Rural,Lumuli,Isupilo,35.455457072
Iringa,Iringa Rural,Lumuli,Kibaoni A,35.471434888
Iringa,Iringa Rural,Lumuli,Kibaoni B,35.467233334
Iringa,Iringa Rural,Lumuli,Kilimahewa A,35.463363808
Iringa,Iringa Rural,Lumuli,Kilimahewa B,35.45881291
Iringa,Iringa Rural,Lumuli,Kivalali A,35.45326881
Iringa,Iringa Rural,Lumuli,Kivalali B,35.45071358
Iringa,Iringa Rural,Lumuli,Makanyagio,35.4083206475
Iringa,Iringa Rural,Lumuli,Masumbo,35.4705559925
Iringa,Iringa Rural,Lumuli,Mjikoni,35.45640593
Iringa,Iringa Rural,Lumuli,Mkaa,35.4665419
Iringa,Iringa Rural,Lumuli,Mpera,35.500573200000005
Iringa,Iringa Rural,Lumuli,Usambusi,35.44162651
Iringa,Iringa Rural,Lumuli,Uzunguni,35.45990753
Iringa,Iringa Rural,Maboga,Gendawiye,35.38877456
Iringa,Iringa Rural,Maboga,Ihami,35.34504892
Iringa,Iringa Rural,Maboga,Ihanzu A,35.24685248
Iringa,Iringa Rural,Maboga,Ihanzu B,35.24665431
Iringa,Iringa Rural,Maboga,Ilalasimba,35.45628212
Iringa,Iringa Rural,Maboga,Ilembula,35.41312249
Iringa,Iringa Rural,Maboga,Isiligono,35.33455984
Iringa,Iringa Rural,Maboga,Itovakami,35.326851299999994
Iringa,Iringa Rural,Maboga,Kanisani,35.39318209
Iringa,Iringa Rural,Maboga,Kiboma,35.42393637
Iringa,Iringa Rural,Maboga,Kihanga,35.24037682
Iringa,Iringa Rural,Maboga,Kinyang'Ama A,35.35218239
Iringa,Iringa Rural,Maboga,Kinyang'Ama B,35.35004975
Iringa,Iringa Rural,Maboga,Lumumba,35.38085292666667
Iringa,Iringa Rural,Maboga,Lunguya,35.45798105
Iringa,Iringa Rural,Maboga,Madukani,35.38463535
Iringa,Iringa Rural,Maboga,Mgogondele A,35.327288519999996
Iringa,Iringa Rural,Maboga,Minyala,35.299630245
Iringa,Iringa Rural,Maboga,Mjimwema,35.386416185
Iringa,Iringa Rural,Maboga,Mkamila,35.33251689
Iringa,Iringa Rural,Maboga,Mkwawa,35.37451255
Iringa,Iringa Rural,Maboga,Mpwapwa,35.32852288
Iringa,Iringa Rural,Maboga,Msiyovelwa,35.39461683
Iringa,Iringa Rural,Maboga,Msombe,35.382369700000005
Iringa,Iringa Rural,Maboga,Muungano,35.343068200000005
Iringa,Iringa Rural,Maboga,Ngongwa,35.385444965000005
Iringa,Iringa Rural,Maboga,Shuleni,35.27825742
Iringa,Iringa Rural,Maboga,Siyovelwa,35.390371603333335
Iringa,Iringa Rural,Maboga,Ukelemi,35.244072885
Iringa,Iringa Rural,Maboga,Zagaza A,35.34813296
Iringa,Iringa Rural,Maboga,Zagaza B,35.34540788
Iringa,Iringa Rural,Magulilwa,Chumbu,35.74447725
Iringa,Iringa Rural,Magulilwa,Godauni A,35.73942168166666
Iringa,Iringa Rural,Magulilwa,Ikalagasi,35.75134288
Iringa,Iringa Rural,Magulilwa,Ikuvilo Kati,35.68512976
Iringa,Iringa Rural,Magulilwa,Ilembula,35.74344491
Iringa,Iringa Rural,Magulilwa,Ilutila,35.73096776
Iringa,Iringa Rural,Magulilwa,Kidodi,35.7058089
Iringa,Iringa Rural,Magulilwa,Kifufu,35.73283725
Iringa,Iringa Rural,Magulilwa,Kihondo,35.73045714
Iringa,Iringa Rural,Magulilwa,Kitayawa,35.74538688
Iringa,Iringa Rural,Magulilwa,Lufita,35.73275892
Iringa,Iringa Rural,Magulilwa,Luhota Secondary,35.76027371
Iringa,Iringa Rural,Magulilwa,Lusaula,35.79084155
Iringa,Iringa Rural,Magulilwa,Lwato,35.69039486
Iringa,Iringa Rural,Magulilwa,Malulumo,35.73713617
Iringa,Iringa Rural,Magulilwa,Mlanda A,35.74051616
Iringa,Iringa Rural,Magulilwa,Mlanda B,35.73447433
Iringa,Iringa Rural,Magulilwa,Mseke B,35.78133245
Iringa,Iringa Rural,Magulilwa,Msombe,35.72509696
Iringa,Iringa Rural,Magulilwa,Muyombwe,35.73489515
Iringa,Iringa Rural,Magulilwa,Nyalawe,35.75377745
Iringa,Iringa Rural,Magulilwa,Unyanye,35.78855054
Iringa,Iringa Rural,Mahuninga,Isukutwa,35.059543465000004
Iringa,Iringa Rural,Mahuninga,Kisilwa,35.04769490666666
Iringa,Iringa Rural,Mahuninga,Kitalingolo,35.06630036
Iringa,Iringa Rural,Mahuninga,Majengo A,35.066276849999994
Iringa,Iringa Rural,Mahuninga,Majengo B,35.066695566666674
Iringa,Iringa Rural,Mahuninga,Makambalala A,35.074324855
Iringa,Iringa Rural,Mahuninga,Makambalala B,35.06526667
Iringa,Iringa Rural,Mahuninga,Makifu,35.06787495333333
Iringa,Iringa Rural,Mahuninga,Misufi,35.05574584
Iringa,Iringa Rural,Mahuninga,Mkanisoka,35.05559433
Iringa,Iringa Rural,Mahuninga,Uyamba,35.06361603142857
Iringa,Iringa Rural,Malenga Makali,Boma La Ng'Ombe,35.92605015
Iringa,Iringa Rural,Malenga Makali,Ihumbiliza A,35.930541579999996
Iringa,Iringa Rural,Malenga Makali,Ihumbiliza B,35.929734339999996
Iringa,Iringa Rural,Malenga Makali,Ihumbiliza C,35.92526965
Iringa,Iringa Rural,Malenga Makali,Kawemba,35.9575189
Iringa,Iringa Rural,Malenga Makali,Makadupa Kati,36.010789316
Iringa,Iringa Rural,Malenga Makali,Mapanga,35.91939734
Iringa,Iringa Rural,Malenga Makali,Mbuyuni,36.00660006
Iringa,Iringa Rural,Malenga Makali,Msumbiji,35.90950191
Iringa,Iringa Rural,Malenga Makali,Nyakavangala A,36.054302115
