region,lga,ward,subvillage,population_imputed_subvillage
Iringa,Kilolo,Boma la ng'ombe,Chalinze A,133.33333333333334
Iringa,Kilolo,Boma la ng'ombe,Chalinze B,120.0
Iringa,Kilolo,Boma la ng'ombe,Changalawe,150.0
Iringa,Kilolo,Boma la ng'ombe,Ibumila,40.0
Iringa,Kilolo,Boma la ng'ombe,Idegenda,27.5
Iringa,Kilolo,Boma la ng'ombe,Ihuvilo,35.0
Iringa,Kilolo,Boma la ng'ombe,Irangi,305.0
Iringa,Kilolo,Boma la ng'ombe,Irole,133.75
Iringa,Kilolo,Boma la ng'ombe,Isanga,86.66666666666667
Iringa,Kilolo,Boma la ng'ombe,Lisa,30.0
Iringa,Kilolo,Boma la ng'ombe,Luhiti,48.0
Iringa,Kilolo,Boma la ng'ombe,Lulindi,70.0
Iringa,Kilolo,Boma la ng'ombe,Lyamko,114.16666666666667
Iringa,Kilolo,Boma la ng'ombe,Makongoga,33.333333333333336
Iringa,Kilolo,Boma la ng'ombe,Mangelengele,50.0
Iringa,Kilolo,Boma la ng'ombe,Mlandege Chini,60.0
Iringa,Kilolo,Boma la ng'ombe,Mlandege Juu,80.0
Iringa,Kilolo,Boma la ng'ombe,Mtwivila A,133.33333333333334
Iringa,Kilolo,Boma la ng'ombe,Mtwivila B,110.0
Iringa,Kilolo,Boma la ng'ombe,Mwanzala,100.0
Iringa,Kilolo,Boma la ng'ombe,Mwatasi,150.0
Iringa,Kilolo,Boma la ng'ombe,Mwatasi Chini,50.0
Iringa,Kilolo,Boma la ng'ombe,Ofisini,28.75
Iringa,Kilolo,Boma la ng'ombe,Tandamti,100.0
Iringa,Kilolo,Boma la ng'ombe,Ulisa,50.0
Iringa,Kilolo,Boma la ng'ombe,Usagara,140.0
Iringa,Kilolo,Boma la ng'ombe,Wangama,317.5
Iringa,Kilolo,Dabaga,Chamgogo,30.0
Iringa,Kilolo,Dabaga,Kati,170.0
Iringa,Kilolo,Dabaga,Kihesa,150.0
Iringa,Kilolo,Dabaga,Makanyagio,400.0
Iringa,Kilolo,Idete,Kariakoo,400.0
Iringa,Kilolo,Idete,Kidugara,255.0
Iringa,Kilolo,Idete,Mkwalumo,225.0
Iringa,Kilolo,Idete,Mwenyamano,35.0
Iringa,Kilolo,Ilula,Ilala,600.0
Iringa,Kilolo,Ilula,Kisagwa,150.0
Iringa,Kilolo,Image,Bapulo,600.0
Iringa,Kilolo,Image,Fita,930.0
Iringa,Kilolo,Image,Igorogoro,60.0
Iringa,Kilolo,Image,Igula,246.66666666666666
Iringa,Kilolo,Image,Ikinawa,220.2
Iringa,Kilolo,Image,Ilawa,250.0
Iringa,Kilolo,Image,Ilawakati,150.0
Iringa,Kilolo,Image,Ivangwa,125.0
Iringa,Kilolo,Image,Kichangani,183.33333333333334
Iringa,Kilolo,Image,Kilala A,165.0
Iringa,Kilolo,Image,Kilala B,215.0
Iringa,Kilolo,Image,Kilangali,37.5
Iringa,Kilolo,Image,Kimengi,100.0
Iringa,Kilolo,Image,Lubapulo,300.0
Iringa,Kilolo,Image,Luhanzo,335.0
Iringa,Kilolo,Image,Lukegeta,163.33333333333334
Iringa,Kilolo,Image,Lyasa A,475.0
Iringa,Kilolo,Image,Lyasa B,250.0
Iringa,Kilolo,Image,Madizini,295.0
Iringa,Kilolo,Image,Makalala,103.0
Iringa,Kilolo,Image,Masapila,150.0
Iringa,Kilolo,Image,Matambo,93.0
Iringa,Kilolo,Image,Mbata,525.0
Iringa,Kilolo,Image,Miyobwe,1.0
Iringa,Kilolo,Image,Mtamba,50.0
Iringa,Kilolo,Image,Ubunda,30.0
Iringa,Kilolo,Image,Ugunda,325.0
Iringa,Kilolo,Image,Uhominyi,42.4
Iringa,Kilolo,Image,Zahanati,100.0
Iringa,Kilolo,Irole,Kibaoni,88.33333333333333
Iringa,Kilolo,Irole,Kichangani,100.0
Iringa,Kilolo,Irole,Lugalo,16.5
Iringa,Kilolo,Irole,Lungerengere,25.0
Iringa,Kilolo,Irole,Madukani A,189.33333333333334
Iringa,Kilolo,Irole,Mawala A,35.0
Iringa,Kilolo,Irole,Mawala B,41.5
Iringa,Kilolo,Irole,Mbigili Kati,50.0
Iringa,Kilolo,Irole,Mbigiri Kati,60.0
Iringa,Kilolo,Irole,Mifugoni A,60.0
Iringa,Kilolo,Irole,Mkawaganga,100.0
Iringa,Kilolo,Irole,Morogoro,20.0
Iringa,Kilolo,Irole,Msichoke,28.75
Iringa,Kilolo,Irole,Mwaya,60.75
Iringa,Kilolo,Irole,Ugominyi,50.0
Iringa,Kilolo,Irole,Vigulu,30.0
Iringa,Kilolo,Irole,Viguru,34.333333333333336
Iringa,Kilolo,Irole,Vilalo,50.0
Iringa,Kilolo,Mahenge,Balali,410.0
Iringa,Kilolo,Mahenge,Beku,300.0
Iringa,Kilolo,Mahenge,Idodi,250.0
Iringa,Kilolo,Mahenge,Ilindikati,1000.0
Iringa,Kilolo,Mahenge,Itemela,200.0
Iringa,Kilolo,Mahenge,Iwamwi,50.0
Iringa,Kilolo,Mahenge,Kibotola,40.0
Iringa,Kilolo,Mahenge,Kichangani,162.0
Iringa,Kilolo,Mahenge,Kimbigili,1050.0
Iringa,Kilolo,Mahenge,Lungumba,33.333333333333336
Iringa,Kilolo,Mahenge,Madela,500.0
Iringa,Kilolo,Mahenge,Madukani,330.0
Iringa,Kilolo,Mahenge,Miembeni,230.0
Iringa,Kilolo,Mahenge,Minazini,270.0
Iringa,Kilolo,Mahenge,Mpakanu,200.0
Iringa,Kilolo,Mahenge,Mpilipili,250.0
Iringa,Kilolo,Mahenge,Rwaha Mjini,76.66666666666667
Iringa,Kilolo,Mahenge,Sokoni,484.25
Iringa,Kilolo,Mahenge,Ufugaji,280.0
Iringa,Kilolo,Mahenge,Uhindini,1200.0
Iringa,Kilolo,Mtitu,Irangi,350.0
Iringa,Kilolo,Mtitu,Madukani,1.0
Iringa,Kilolo,Mtitu,Manimbi,1.0
Iringa,Kilolo,Mtitu,Mtitu Magharibi,1.0
Iringa,Kilolo,Udekwa,Ifua,700.0
Iringa,Kilolo,Udekwa,Ilawa,56.666666666666664
Iringa,Kilolo,Udekwa,Kiangab,575.0
Iringa,Kilolo,Udekwa,Mdugi,149.8
Iringa,Kilolo,Udekwa,Mitupi,25.0
Iringa,Kilolo,Udekwa,Msogoli,50.0
Iringa,Kilolo,Udekwa,Ngelema,400.0
Iringa,Kilolo,Udekwa,Nyelema,30.0
Iringa,Kilolo,Udekwa,Vikoga,100.0
Iringa,Kilolo,Udekwa,Wotalisoli,200.0
Iringa,Kilolo,Uhambingeto,Bomalang'Ombe,225.33333333333334
Iringa,Kilolo,Uhambingeto,Godauni,89.0
Iringa,Kilolo,Uhambingeto,Government,1.0
Iringa,Kilolo,Uhambingeto,Kihesa,70.0
Iringa,Kilolo,Uhambingeto,Kipaduka A,258.0
Iringa,Kilolo,Uhambingeto,Matambo,643.0
Iringa,Kilolo,Uhambingeto,Muwimbi,300.0
Iringa,Kilolo,Uhambingeto,Ng'Osi,70.0
Iringa,Kilolo,Uhambingeto,Uhambule,150.0
Iringa,Kilolo,Ukumbi,Chamani,100.0
Iringa,Kilolo,Ukumbi,Godauni,1000.0
Iringa,Kilolo,Ukumbi,Ipogoro,70.0
Iringa,Kilolo,Ukumbi,Isengavakiva,70.0
Iringa,Kilolo,Ukumbi,Isengavakiwa,35.0
Iringa,Kilolo,Ukumbi,Itimbwi,1.0
Iringa,Kilolo,Ukumbi,Iwengi,95.0
Iringa,Kilolo,Ukumbi,Kichangani,200.0
Iringa,Kilolo,Ukumbi,Kichangani A,183.33333333333334
Iringa,Kilolo,Ukumbi,Kichangani B,230.0
Iringa,Kilolo,Ukumbi,Kihesa B,350.0
Iringa,Kilolo,Ukumbi,Kihesa C,300.0
Iringa,Kilolo,Ukumbi,Kilimahewa,100.0
Iringa,Kilolo,Ukumbi,Kipera,280.0
Iringa,Kilolo,Ukumbi,Kisengamkiwa,1166.6666666666667
Iringa,Kilolo,Ukumbi,Luganda,100.0
Iringa,Kilolo,Ukumbi,Luwona,433.3333333333333
Iringa,Kilolo,Ukumbi,Magidava,1.0
Iringa,Kilolo,Ukumbi,Mhongola,150.0
Iringa,Kilolo,Ukumbi,Mjimwema,300.0
Iringa,Kilolo,Ukumbi,Mlama,205.0
Iringa,Kilolo,Ukumbi,Msegera,550.0
Iringa,Kilolo,Ukumbi,Msengera A,200.0
Iringa,Kilolo,Ukumbi,Msengera B,400.0
Iringa,Kilolo,Ukumbi,Mtenki Kalala,400.0
Iringa,Kilolo,Ukumbi,Mwanzi,155.0
Iringa,Kilolo,Ukumbi,Mwiluti,400.125
Iringa,Kilolo,Ukumbi,Mwiruti,75.5
Iringa,Kilolo,Ukumbi,Ngangilonga,150.0
Iringa,Kilolo,Ukumbi,Njiapanda,500.0
Iringa,Kilolo,Ukumbi,Njipanda,300.0
Iringa,Kilolo,Ukumbi,Ruhagati,533.3333333333334
Iringa,Kilolo,Ukumbi,Sekuseb,250.0
Iringa,Kilolo,Ukumbi,Uhanyana,200.0
Iringa,Kilolo,Ukumbi,Viganga,800.0
Iringa,Kilolo,Ukwega,Itumbikamikila,200.0
Iringa,Kilolo,Ukwega,Kidumuka,205.0
Iringa,Kilolo,Ukwega,Kivanga,127.75
Iringa,Kilolo,Ukwega,Korinto,150.0
Iringa,Kilolo,Ukwega,Mabalala B,400.0
Iringa,Kilolo,Ukwega,Matambo,600.0
Iringa,Kilolo,Ukwega,Mhongola,100.0
Iringa,Kilolo,Ukwega,Muhemi,100.0
Iringa,Kilolo,Ukwega,Mwanilangali,300.0
Iringa,Kilolo,Ukwega,Rukuvi,200.0
Iringa,Ludewa,Ibumi,Magharibi,61.2
Iringa,Ludewa,Ibumi,Magomeni,95.85714285714286
Iringa,Ludewa,Ibumi,Mashariki,29.333333333333332
Iringa,Ludewa,Ibumi,Mkelema,41.5
Iringa,Ludewa,Ibumi,Morogoro,56.333333333333336
Iringa,Ludewa,Ibumi,Msumbiji,50.0
Iringa,Ludewa,Ibumi,Nyamalamba,54.333333333333336
Iringa,Ludewa,Luana,Ituni,13.636363636363637
Iringa,Ludewa,Luana,Luana,1.0
Iringa,Ludewa,Luana,Magomeni,
Iringa,Ludewa,Luana,Majengo,1.0
Iringa,Ludewa,Luana,Malato,6.4
Iringa,Ludewa,Luana,Mbwila Kati,
Iringa,Ludewa,Luana,Mkwegidoto,1.0
Iringa,Ludewa,Luana,Ngangalila,
Iringa,Ludewa,Luana,Ulonge,18.666666666666668
Iringa,Ludewa,Ludende,Ludende A,503.0
Iringa,Ludewa,Ludende,Lushoto,126.0
Iringa,Ludewa,Ludende,Madindo,190.0
Iringa,Ludewa,Ludende,Masita,141.66666666666666
Iringa,Ludewa,Ludende,Mpumbwi,163.0
Iringa,Ludewa,Ludende,Mseke,405.0
Iringa,Ludewa,Ludewa,Ibani,117.0
Iringa,Ludewa,Ludewa,Kilimahewa,75.0
Iringa,Ludewa,Ludewa,Likelulile,400.0
Iringa,Ludewa,Ludewa,Makorongoni,94.33333333333333
Iringa,Ludewa,Ludewa,Mkondachi,264.0
Iringa,Ludewa,Ludewa,Ndongome,67.5
Iringa,Ludewa,Lugarawa,Amkatwende,91.0
Iringa,Ludewa,Lugarawa,Lupefu,1161.5
Iringa,Ludewa,Lugarawa,Lusapo,1500.0
Iringa,Ludewa,Lugarawa,Lushoto,500.0
Iringa,Ludewa,Lugarawa,Luwande,58.5
Iringa,Ludewa,Lugarawa,Lwavyo Chini,550.0
Iringa,Ludewa,Lugarawa,Lwavyo Juu,111.33333333333333
Iringa,Ludewa,Lugarawa,Lwavyo Kati,750.0
Iringa,Ludewa,Lugarawa,Malaganga,367.5
Iringa,Ludewa,Lugarawa,Matika,650.0
Iringa,Ludewa,Lugarawa,Mdilidili,130.0
Iringa,Ludewa,Lugarawa,Mjimwema,200.2
Iringa,Ludewa,Lugarawa,Mwangaza,59.0
Iringa,Ludewa,Lugarawa,Mwembetogwa,375.0
Iringa,Ludewa,Lugarawa,Myombo,80.33333333333333
Iringa,Ludewa,Lugarawa,Songambele,66.66666666666667
Iringa,Ludewa,Lugarawa,Ushirikiano,93.33333333333333
Iringa,Ludewa,Luilo,Luilo,350.0
Iringa,Ludewa,Luilo,Luilo Asilia,20.0
Iringa,Ludewa,Luilo,Luilo Kati,65.0
Iringa,Ludewa,Luilo,Mbuyuni,68.33333333333333
Iringa,Ludewa,Luilo,Mchuchuma,100.0
Iringa,Ludewa,Lupanga,Idete,110.6
Iringa,Ludewa,Lupanga,Ikulungilo,201.25
Iringa,Ludewa,Lupanga,Kijiweni,145.25
Iringa,Ludewa,Lupanga,Kivukoni,121.4
Iringa,Ludewa,Lupanga,Lufumbu,128.33333333333334
Iringa,Ludewa,Lupanga,Lupanga A,169.30769230769232
Iringa,Ludewa,Lupanga,Lupanga B,157.28571428571428
Iringa,Ludewa,Lupanga,Mchalawa,155.0
Iringa,Ludewa,Lupanga,Morogoro,55.5
Iringa,Ludewa,Madilu,Ilala,92.375
Iringa,Ludewa,Madilu,Lubindi,78.33333333333333
Iringa,Ludewa,Madilu,Madilu Mjini,169.0
Iringa,Ludewa,Madilu,Manga Juu,165.75
Iringa,Ludewa,Madilu,Manzese,185.75
Iringa,Ludewa,Madilu,Matundu,175.0
Iringa,Ludewa,Madilu,Mdetere,45.0
Iringa,Ludewa,Madilu,Mfalasi,167.75
Iringa,Ludewa,Madilu,Mhigiti,95.66666666666667
Iringa,Ludewa,Madilu,Mjimwema,103.16666666666667
Iringa,Ludewa,Madilu,Mpocho,66.25
Iringa,Ludewa,Madilu,Njomlole,48.5
Iringa,Ludewa,Madilu,Temeke,69.5
Iringa,Ludewa,Madilu,Ulyalya,108.33333333333333
Iringa,Ludewa,Madope,Batini,100.77777777777777
Iringa,Ludewa,Madope,Igomelo,83.33333333333333
Iringa,Ludewa,Madope,Ligelango,250.0
Iringa,Ludewa,Madope,Mdandamo,68.6
Iringa,Ludewa,Madope,Njia Panda,51.0
Iringa,Ludewa,Manda,Boma,265.0
Iringa,Ludewa,Manda,Ccm,67.33333333333333
Iringa,Ludewa,Manda,Kisongo,1.0
Iringa,Ludewa,Manda,Kivukoni,71.66666666666667
Iringa,Ludewa,Manda,Lulimbo,130.0
Iringa,Ludewa,Manda,Magima,45.5
Iringa,Ludewa,Manda,Magland,45.0
Iringa,Ludewa,Manda,Maglandi,105.0
Iringa,Ludewa,Manda,Manglandi,60.0
Iringa,Ludewa,Manda,Ndete,85.0
Iringa,Ludewa,Manda,Sagalu,120.0
Iringa,Ludewa,Manda,Shule,75.0
Iringa,Ludewa,Manda,Shule Ni,50.0
Iringa,Ludewa,Manda,Shuleni,58.0
Iringa,Ludewa,Masasi,Kingole Kati,30.0
Iringa,Ludewa,Masasi,Masasi Kati,90.0
Iringa,Ludewa,Masasi,Mataravandu,30.0
Iringa,Ludewa,Mavanga,Manzese,108.25
Iringa,Ludewa,Mavanga,Mavanga,116.125
Iringa,Ludewa,Mavanga,Mazese,123.0
Iringa,Ludewa,Mavanga,Mbugani,85.5
Iringa,Ludewa,Mavanga,Mfalanyaki,159.0
Iringa,Ludewa,Mavanga,Mgombezi,131.0
Iringa,Ludewa,Mavanga,Mjimwema,133.66666666666666
Iringa,Ludewa,Mavanga,Ushindi,268.3333333333333
Iringa,Ludewa,Mawengi,Ikulu,1.0
Iringa,Ludewa,Mawengi,Itacha,72.5
Iringa,Ludewa,Mawengi,Iyunguya,30.0
Iringa,Ludewa,Mawengi,Kiwanja,95.0
Iringa,Ludewa,Mawengi,Lupande,50.0
Iringa,Ludewa,Mawengi,Lupande Kati,113.0
Iringa,Ludewa,Mawengi,Lusapo,35.0
Iringa,Ludewa,Mawengi,Lutanana,1.0
Iringa,Ludewa,Mawengi,Madunda,252.0
Iringa,Ludewa,Mawengi,Mahanje,128.75
Iringa,Ludewa,Mawengi,Manyanya,3.5
Iringa,Ludewa,Mawengi,Matekelo,1.0
Iringa,Ludewa,Mawengi,Mheza,287.0
Iringa,Ludewa,Mawengi,Morogoro,750.0
Iringa,Ludewa,Mawengi,Mtewele,77.0
Iringa,Ludewa,Mawengi,Ngengeja,20.333333333333332
Iringa,Ludewa,Mawengi,Sambala,23.75
Iringa,Ludewa,Mawengi,Unena,75.0
Iringa,Ludewa,Mawengi,Viganga,31.0
Iringa,Ludewa,Mawengi,Wecha,38.5
Iringa,Ludewa,Mlangali,Changalawe,106.85714285714286
Iringa,Ludewa,Mlangali,Ihonjogolo,99.0
Iringa,Ludewa,Mlangali,Itoki,80.0
Iringa,Ludewa,Mlangali,Kidingiri,30.0
Iringa,Ludewa,Mlangali,Kiyombo,130.30769230769232
Iringa,Ludewa,Mlangali,Ligumbilo,53.4
Iringa,Ludewa,Mlangali,Liwigi,50.0
Iringa,Ludewa,Mlangali,Maduku,279.5
Iringa,Ludewa,Mlangali,Magharibi,74.2
Iringa,Ludewa,Mlangali,Makimba,28.5
Iringa,Ludewa,Mlangali,Masaula,68.0
Iringa,Ludewa,Mlangali,Mashariki,101.2
Iringa,Ludewa,Mlangali,Mjina,160.0
Iringa,Ludewa,Mlangali,Mjini,232.85714285714286
Iringa,Ludewa,Mlangali,Mkiu,115.25
Iringa,Ludewa,Mlangali,Mlangali Ndani,113.88888888888889
Iringa,Ludewa,Mlangali,Ng'Alike,49.0
Iringa,Ludewa,Mlangali,Ubela,93.7
Iringa,Ludewa,Mlangali,Uduti,33.2
Iringa,Ludewa,Mlangali,Viganga,141.0
Iringa,Ludewa,Mundindi,Irongi,64.75
Iringa,Ludewa,Mundindi,Mabatini,140.8
Iringa,Ludewa,Mundindi,Maluluma,231.25
Iringa,Ludewa,Mundindi,Mbugani,72.5
Iringa,Ludewa,Mundindi,Mnyusi,300.0
Iringa,Ludewa,Mundindi,Mnyusi A,177.0
Iringa,Ludewa,Mundindi,Mnyusi B,70.5
Iringa,Ludewa,Mundindi,Mwembetogwa,113.75
Iringa,Ludewa,Mundindi,Myoruwa,110.0
Iringa,Ludewa,Mundindi,Ulembwe,187.5
Iringa,Ludewa,Nkomang'ombe,Kimelembe,1.0
Iringa,Ludewa,Nkomang'ombe,Kimelembe Kat,1.0
Iringa,Ludewa,Nkomang'ombe,Kimelembe Kati,18.555555555555557
Iringa,Ludewa,Nkomang'ombe,Mhambalasi,46.5
Iringa,Ludewa,Nkomang'ombe,Mji Mwema,1.0
Iringa,Ludewa,Nkomang'ombe,Mkomang'Ombe,21.4
Iringa,Ludewa,Nkomang'ombe,Mkomangambe,450.0
Iringa,Ludewa,Nkomang'ombe,Mtiule,1.0
Iringa,Ludewa,Nkomang'ombe,Ndilima,1.0
Iringa,Makete,Bulongwa,Amani,
Iringa,Makete,Bulongwa,Changaraw,
Iringa,Makete,Bulongwa,Ihomeke,
Iringa,Makete,Bulongwa,Kivumba,
Iringa,Makete,Bulongwa,Lupaso,
Iringa,Makete,Bulongwa,Lupeso,
Iringa,Makete,Bulongwa,Lusapo,
Iringa,Makete,Bulongwa,Mavengi,
Iringa,Makete,Bulongwa,Mbosa,
Iringa,Makete,Bulongwa,Ng`Ingi,
Iringa,Makete,Bulongwa,Nyiunde,
Iringa,Makete,Bulongwa,Udagwa,
Iringa,Makete,Bulongwa,Unyambipw,
Iringa,Makete,Bulongwa,Utege,
Iringa,Makete,Ikuwo,Changonde,
Iringa,Makete,Ikuwo,Ifinga,
Iringa,Makete,Ikuwo,Kingululu,
Iringa,Makete,Ikuwo,Lupombo,
Iringa,Makete,Iniho,Iluvilo,
Iringa,Makete,Iniho,Ishetu,
Iringa,Makete,Iniho,Iteve,
Iringa,Makete,Iniho,Kidope,
Iringa,Makete,Iniho,Kipinga,
Iringa,Makete,Iniho,Kipinga B,
Iringa,Makete,Iniho,Kisiva,
Iringa,Makete,Iniho,Lumage,
Iringa,Makete,Iniho,Lwangwa,
Iringa,Makete,Iniho,Magenge,
Iringa,Makete,Iniho,Matulunga,
Iringa,Makete,Iniho,Mgombezi,
Iringa,Makete,Iniho,Mpembati,
Iringa,Makete,Iniho,Mwela,
Iringa,Makete,Iniho,Ndivila,
Iringa,Makete,Iniho,Nkunga A,
Iringa,Makete,Iniho,Nkunga B,
Iringa,Makete,Iniho,Swengu,
Iringa,Makete,Iniho,Ulete,
Iringa,Makete,Ipelele,Bondeni,
Iringa,Makete,Ipelele,Ilamba,
Iringa,Makete,Ipelele,Ilongelo,
Iringa,Makete,Ipelele,Itete,
Iringa,Makete,Ipelele,Kilunduwe,
Iringa,Makete,Ipelele,Kipinga,
Iringa,Makete,Ipelele,Luwe,
Iringa,Makete,Ipelele,Makeve,
Iringa,Makete,Ipelele,Makoka,
Iringa,Makete,Ipelele,Njiki,
Iringa,Makete,Ipelele,Usalama,
Iringa,Makete,Ipelele,Yerusalem,
Iringa,Makete,Ipepo,Ikosile,
Iringa,Makete,Ipepo,Intera,
Iringa,Makete,Ipepo,Ipepo Kat,
Iringa,Makete,Ipepo,Kinyunyu,
Iringa,Makete,Ipepo,Kipipule,
Iringa,Makete,Ipepo,Kitenga,
Iringa,Makete,Ipepo,Kitenga S,
Iringa,Makete,Ipepo,Luhorya,
Iringa,Makete,Ipepo,Lukunga,
Iringa,Makete,Ipepo,Masasatu,
Iringa,Makete,Ipepo,Matundu,
Iringa,Makete,Ipepo,Ng`Ang`A,
Iringa,Makete,Ipepo,Ruhulu,
Iringa,Makete,Ipepo,Uluwe,
Iringa,Makete,Ipepo,Wanasiale,
Iringa,Makete,Iwawa,Duka,
Iringa,Makete,Iwawa,Idete,
Iringa,Makete,Iwawa,Ikiligano,
Iringa,Makete,Iwawa,Ipululu,
Iringa,Makete,Iwawa,Kiduga,
Iringa,Makete,Iwawa,Kilanzi,
Iringa,Makete,Iwawa,Kwa Yuta,
Iringa,Makete,Iwawa,Lugelegen,
Iringa,Makete,Iwawa,Luswadang,
Iringa,Makete,Iwawa,Lutokile,
Iringa,Makete,Iwawa,Luvulunge,
Iringa,Makete,Iwawa,Madanda,
Iringa,Makete,Iwawa,Majengo,
Iringa,Makete,Iwawa,Matipu,
Iringa,Makete,Iwawa,Matula,
Iringa,Makete,Iwawa,Mbete,
Iringa,Makete,Iwawa,Mbosa,
Iringa,Makete,Iwawa,Udide,
Iringa,Makete,Iwawa,Usalama,
Iringa,Makete,Iwawa,Utimbe,
Iringa,Makete,Kipagalo,Chandulik,
Iringa,Makete,Kipagalo,Idunda,
Iringa,Makete,Kipagalo,Igaluki,
Iringa,Makete,Kipagalo,Ipululu,
Iringa,Makete,Kipagalo,Katenga,
Iringa,Makete,Kipagalo,Kawale,
Iringa,Makete,Kipagalo,Kivulunge,
Iringa,Makete,Kipagalo,Manyasi,
Iringa,Makete,Kipagalo,Ndevelu,
Iringa,Makete,Kipagalo,Ndima,
Iringa,Makete,Kipagalo,Nduliko,
Iringa,Makete,Kipagalo,Ufuvilo,
Iringa,Makete,Kipagalo,Unyasanga,
Iringa,Makete,Kitulo,Igawa,
Iringa,Makete,Kitulo,Mapokeo,
Iringa,Makete,Kitulo,Msumbiji,
Iringa,Makete,Kitulo,Usalama,
Iringa,Makete,Lupalilo,Bala,
Iringa,Makete,Lupalilo,Chuo Cha,
Iringa,Makete,Lupalilo,Gongoti,
Iringa,Makete,Lupalilo,Idalikilo,
Iringa,Makete,Lupalilo,Ihela Shu,
Iringa,Makete,Lupalilo,Ijovela,
Iringa,Makete,Lupalilo,Ikiligano,
Iringa,Makete,Lupalilo,Ikonda Bo,
Iringa,Makete,Lupalilo,Ipenza,
Iringa,Makete,Lupalilo,Ipululu,
Iringa,Makete,Lupalilo,Kidasi,
Iringa,Makete,Lupalilo,Kidimilo,
Iringa,Makete,Lupalilo,Kilovoko,
Iringa,Makete,Lupalilo,Kina,
Iringa,Makete,Lupalilo,Kisino,
Iringa,Makete,Lupalilo,Luchala,
Iringa,Makete,Lupalilo,Lusule,
Iringa,Makete,Lupalilo,Lwangilo,
Iringa,Makete,Lupalilo,Maganga,
Iringa,Makete,Lupalilo,Makovo,
Iringa,Makete,Lupalilo,Mtakuja,
Iringa,Makete,Lupalilo,Nyamwiko,
Iringa,Makete,Lupalilo,Posta,
Iringa,Makete,Lupalilo,Singida,
Iringa,Makete,Lupalilo,Sokoni,
Iringa,Makete,Lupalilo,Ugabwa,
Iringa,Makete,Lupalilo,Ukenza,
Iringa,Makete,Lupalilo,Upingwa,
Iringa,Makete,Lupalilo,Uswimwa,
Iringa,Makete,Lupalilo,Utsewa,
Iringa,Makete,Lupalilo,Wambulilw,
Iringa,Makete,Lupalilo,Wang'Ere,
Iringa,Makete,Lupila,Chunya,
Iringa,Makete,Lupila,Ibonde,
Iringa,Makete,Lupila,Idangaja,
Iringa,Makete,Lupila,Igumbilo,
Iringa,Makete,Lupila,Ijembe,
Iringa,Makete,Lupila,Ikovo,
Iringa,Makete,Lupila,Ipululu,
Iringa,Makete,Lupila,Kasanga,
Iringa,Makete,Lupila,Kibali,
Iringa,Makete,Lupila,Kidingili,
Iringa,Makete,Lupila,Kijombo K,
Iringa,Makete,Lupila,Kilangali,
Iringa,Makete,Lupila,Kipengele,
Iringa,Makete,Lupila,Kipeto,
Iringa,Makete,Lupila,Kisekelew,
Iringa,Makete,Lupila,Lupumbwe,
Iringa,Makete,Lupila,Makete,
Iringa,Makete,Lupila,Masitu,
Iringa,Makete,Lupila,Matuje,
Iringa,Makete,Lupila,Mkigi,
Iringa,Makete,Lupila,Ng`Ongo,
Iringa,Makete,Lupila,Nguruka,
Iringa,Makete,Lupila,Nzutu,
Iringa,Makete,Lupila,Upakilwa,
Iringa,Makete,Mang'oto,Changalaw,
Iringa,Makete,Mang'oto,Hazina,
Iringa,Makete,Mang'oto,Ihagala,
Iringa,Makete,Mang'oto,Ikovo,
Iringa,Makete,Mang'oto,Ikukula,
Iringa,Makete,Mang'oto,Ikungula,
Iringa,Makete,Mang'oto,Intema,
Iringa,Makete,Mang'oto,Ipululu,
Iringa,Makete,Mang'oto,Isililo,
Iringa,Makete,Mang'oto,Jasika,
Iringa,Makete,Mang'oto,Kidihani,
Iringa,Makete,Mang'oto,Kinyamwel,
Iringa,Makete,Mang'oto,Kipambawe,
Iringa,Makete,Mang'oto,Ludane,
Iringa,Makete,Mang'oto,Lutengano,
Iringa,Makete,Mang'oto,Lwimatilo,
Iringa,Makete,Mang'oto,Mabande,
Iringa,Makete,Mang'oto,Rudi,
Iringa,Makete,Mang'oto,Sivalache,
Iringa,Makete,Mang'oto,Uganga,
Iringa,Makete,Mang'oto,Uheno,
Iringa,Makete,Mang'oto,Usungilo,
Iringa,Makete,Mang'oto,Utege,
Iringa,Makete,Matamba,Amani,
Iringa,Makete,Matamba,Chamani,
Iringa,Makete,Matamba,Iteve,
Iringa,Makete,Matamba,Iwale,
Iringa,Makete,Matamba,Kilovo,
Iringa,Makete,Matamba,Kitete,
Iringa,Makete,Matamba,Kuvaha,
Iringa,Makete,Matamba,Kyembela,
Iringa,Makete,Matamba,Majengo,
Iringa,Makete,Matamba,Mlengela,
Iringa,Makete,Matamba,Mose,
Iringa,Makete,Matamba,Mpombo,
Iringa,Makete,Matamba,Mtaani,
Iringa,Makete,Matamba,Ndalenga,
Iringa,Makete,Matamba,Ndapo,
Iringa,Makete,Matamba,Nkivo,
Iringa,Makete,Matamba,Ntamba,
Iringa,Makete,Matamba,Standi,
Iringa,Makete,Mfumbi,Itende,
Iringa,Makete,Mfumbi,Luhovelo,
Iringa,Makete,Mfumbi,Lusego,
Iringa,Makete,Mfumbi,Luvalande,
Iringa,Makete,Mfumbi,Mlangali,
Iringa,Makete,Mfumbi,Mtakuja,
Iringa,Makete,Mfumbi,Ubamba A,
Iringa,Makete,Mfumbi,Ubamba B,
Iringa,Makete,Mfumbi,Uyasimwa,
