region,lga,ward,subvillage,gps_height_imputed_subvillage
Iringa,Njombe,Imalinyi,Mlangali,1961.75
Iringa,Njombe,Imalinyi,Mtwango,1896.75
Iringa,Njombe,Imalinyi,Mwalivale,1723.0
Iringa,Njombe,Imalinyi,Ndolela,2098.0
Iringa,Njombe,Imalinyi,Ndolele,2096.0
Iringa,Njombe,Imalinyi,Njiapanda A,2049.6666666666665
Iringa,Njombe,Imalinyi,Njiapanda B,2044.25
Iringa,Njombe,Imalinyi,Njocho,1971.75
Iringa,Njombe,Imalinyi,Sengele,1635.0
Iringa,Njombe,Imalinyi,Tengelemembe,1743.0
Iringa,Njombe,Imalinyi,Tengelimembe,1714.5
Iringa,Njombe,Imalinyi,Uhamila,1637.0
Iringa,Njombe,Imalinyi,Uhepera,2067.1666666666665
Iringa,Njombe,Imalinyi,Uhepere,2048.0
Iringa,Njombe,Imalinyi,Ukalawa,1935.4
Iringa,Njombe,Imalinyi,Ukea,1760.0
Iringa,Njombe,Imalinyi,Ulembwe,2048.0
Iringa,Njombe,Imalinyi,Usalule,2107.6666666666665
Iringa,Njombe,Imalinyi,Ushirika,1943.0
Iringa,Njombe,Imalinyi,Usita,2054.0
Iringa,Njombe,Imalinyi,Utengule,2050.25
Iringa,Njombe,Imalinyi,Wiyandage,1612.0
Iringa,Njombe,Iwungilo,Iwogi,1950.0
Iringa,Njombe,Iwungilo,Iwungilo A,1965.6666666666667
Iringa,Njombe,Iwungilo,Iwungilo Kati,1976.6666666666667
Iringa,Njombe,Iwungilo,Kanisani Rc,1753.3333333333333
Iringa,Njombe,Iwungilo,Mawulo,1755.375
Iringa,Njombe,Iwungilo,Taling'Emelo,1979.0
Iringa,Njombe,Kidegembye,Chauganga,1724.6666666666667
Iringa,Njombe,Kidegembye,Havanga,1750.0
Iringa,Njombe,Kidegembye,Igunguli,1590.0
Iringa,Njombe,Kidegembye,Ikombe,1694.25
Iringa,Njombe,Kidegembye,Isimike,1700.5
Iringa,Njombe,Kidegembye,Lusakanyo,1577.0
Iringa,Njombe,Kidegembye,Madete,1742.5714285714287
Iringa,Njombe,Kidegembye,Matindi,1738.6
Iringa,Njombe,Kidegembye,Mlangali,1587.4
Iringa,Njombe,Kidegembye,Mtoo,1581.0
Iringa,Njombe,Kidegembye,Muone,1590.75
Iringa,Njombe,Kidegembye,Ukinga,1602.25
Iringa,Njombe,Kidegembye,Ukingo,1605.0
Iringa,Njombe,Kidegembye,Ulindanyi,1585.5
Iringa,Njombe,Kifanya,Ibangala,1690.0
Iringa,Njombe,Kifanya,Igunguli,1638.0
Iringa,Njombe,Kifanya,Itengule,1668.4
Iringa,Njombe,Kifanya,Ivangalala,1674.0
Iringa,Njombe,Kifanya,Kanisani,1632.25
Iringa,Njombe,Kifanya,Kati,1718.8333333333333
Iringa,Njombe,Kifanya,Kibondeni,1666.0
Iringa,Njombe,Kifanya,Kiondeni,1666.4444444444443
Iringa,Njombe,Kifanya,Kipangule,1721.0
Iringa,Njombe,Kifanya,Kiwanga Juu,1677.0
Iringa,Njombe,Kifanya,Lauganga,1672.0
Iringa,Njombe,Kifanya,Lulanda,1687.0
Iringa,Njombe,Kifanya,Lwanundu,1722.0
Iringa,Njombe,Kifanya,Majengo,1551.0
Iringa,Njombe,Kifanya,Makando,1657.5
Iringa,Njombe,Kifanya,Mapera,1669.8
Iringa,Njombe,Kifanya,Mjimwema,1662.0
Iringa,Njombe,Kifanya,Mkalati,1640.3333333333333
Iringa,Njombe,Kifanya,Mlimani,1592.0
Iringa,Njombe,Kifanya,Mliwati,1669.0
Iringa,Njombe,Kifanya,Muungano,1668.6666666666667
Iringa,Njombe,Kifanya,Mwangata,1687.75
Iringa,Njombe,Kifanya,Stendi,1744.6666666666667
Iringa,Njombe,Kifanya,Uzunguni,1571.0
Iringa,Njombe,Kifanya,Wanginyi,1567.0
Iringa,Njombe,Luduga,Balali,1397.5
Iringa,Njombe,Luduga,Changarawe,1407.0
Iringa,Njombe,Luduga,Changepa,1413.0
Iringa,Njombe,Luduga,Darajani,1466.0
Iringa,Njombe,Luduga,Galatiro,1497.0
Iringa,Njombe,Luduga,Harambee,1537.0
Iringa,Njombe,Luduga,Igalatilo,1477.0
Iringa,Njombe,Luduga,Igalatiro,1480.0
Iringa,Njombe,Luduga,Ilala,1457.0
Iringa,Njombe,Luduga,Kati,1415.5
Iringa,Njombe,Luduga,Kihowa,1335.0
Iringa,Njombe,Luduga,Kisosola,1500.0
Iringa,Njombe,Luduga,Ludengele,1489.0
Iringa,Njombe,Luduga,Mayomboni,1572.0
Iringa,Njombe,Luduga,Mbilili,1378.0
Iringa,Njombe,Luduga,Mfipile,1490.0
Iringa,Njombe,Luduga,Mgeduli,1521.0
Iringa,Njombe,Luduga,Mhand0,1412.0
Iringa,Njombe,Luduga,Mhando,1455.0
Iringa,Njombe,Luduga,Mhimbili,1513.0
Iringa,Njombe,Luduga,Mlimani,1487.5
Iringa,Njombe,Luduga,Msamala,1400.5
Iringa,Njombe,Luduga,Mtakuja,1453.5
Iringa,Njombe,Luduga,Mtewele,1596.0
Iringa,Njombe,Luduga,Ndolela,1468.0
Iringa,Njombe,Luduga,Nyeleketi,1582.0
Iringa,Njombe,Luduga,Sosola,1510.0
Iringa,Njombe,Luduga,Tononeka,1360.0
Iringa,Njombe,Luduga,Wangamiko,1578.2
Iringa,Njombe,Luduga,Wangamiku,1546.0
Iringa,Njombe,Luduga,Yeriko,1615.3333333333333
Iringa,Njombe,Lupembe,Isoliwaya,1587.0
Iringa,Njombe,Lupembe,Itundu,1581.875
Iringa,Njombe,Lupembe,Ivanginyi,1609.75
Iringa,Njombe,Lupembe,Iyembela B,1567.8333333333333
Iringa,Njombe,Lupembe,Kalila,1588.25
Iringa,Njombe,Lupembe,Lung'Angali,1570.8181818181818
Iringa,Njombe,Lupembe,Lung'Angana,1546.0
Iringa,Njombe,Lupembe,Magwale,1601.0
Iringa,Njombe,Lupembe,Majengo,1567.8333333333333
Iringa,Njombe,Lupembe,Mnemele,1597.0
Iringa,Njombe,Lupembe,Mnyakay,1536.0
Iringa,Njombe,Lupembe,Mnyakaya,1539.5
Iringa,Njombe,Lupembe,Mpeto,1594.0
Iringa,Njombe,Lupembe,Mpetu,1601.5
Iringa,Njombe,Lupembe,Mtakuja,1576.9166666666667
Iringa,Njombe,Lupembe,Mtwanzi,1588.0
Iringa,Njombe,Lupembe,Udinda,1591.0
Iringa,Njombe,Lupembe,Ujenzi,1609.7777777777778
Iringa,Njombe,Lupembe,Ukinga,1566.0
Iringa,Njombe,Lupembe,Usakila,1597.3333333333333
Iringa,Njombe,Luponde,Gangitakulo,1857.0
Iringa,Njombe,Luponde,Igangitakula,1764.5
Iringa,Njombe,Luponde,Lufingo,1788.4
Iringa,Njombe,Luponde,Luhololo,2040.0
Iringa,Njombe,Luponde,Madogo,2215.0
Iringa,Njombe,Luponde,Mkengwa,2085.6666666666665
Iringa,Njombe,Luponde,Mnogelwa,2190.0
Iringa,Njombe,Luponde,Mwilongalage A,1874.0
Iringa,Njombe,Luponde,Mwilongalage B,1849.0
Iringa,Njombe,Luponde,Shuleni,1832.6
Iringa,Njombe,Luponde,Store,1865.2
Iringa,Njombe,Mahongole,Ibatu B,1458.0
Iringa,Njombe,Mahongole,Ideganja,1576.0
Iringa,Njombe,Mahongole,Ideganji,1540.0
Iringa,Njombe,Mahongole,Ihanga,1596.0
Iringa,Njombe,Mahongole,Ilangali,1612.5
Iringa,Njombe,Mahongole,Ilengititu,1503.0
Iringa,Njombe,Mahongole,Ilongo,1601.3333333333333
Iringa,Njombe,Mahongole,Ilunda,1543.2142857142858
Iringa,Njombe,Mahongole,Isaula,1477.0
Iringa,Njombe,Mahongole,Itofoga,1486.5
Iringa,Njombe,Mahongole,Itulike,1604.0
Iringa,Njombe,Mahongole,Kichangani,1609.3333333333333
Iringa,Njombe,Mahongole,Kinega,1454.0
Iringa,Njombe,Mahongole,Kinege,1463.0
Iringa,Njombe,Mahongole,Madaraka,1463.4285714285713
Iringa,Njombe,Mahongole,Magomati,1591.0
Iringa,Njombe,Mahongole,Mahongole A,1573.375
Iringa,Njombe,Mahongole,Mahongole B,1558.3333333333333
Iringa,Njombe,Mahongole,Manga A,1588.8
Iringa,Njombe,Mahongole,Mangula,1587.0
Iringa,Njombe,Mahongole,Manzese,1575.0
Iringa,Njombe,Mahongole,Matangini,1612.5
Iringa,Njombe,Mahongole,Mbugani,1592.0
Iringa,Njombe,Mahongole,Mjimwema,1595.5
Iringa,Njombe,Mahongole,Mohomela A,1579.0
Iringa,Njombe,Mahongole,Msesule,1597.0
Iringa,Njombe,Mahongole,Mtanga,1592.0
Iringa,Njombe,Mahongole,Muhomela,1529.0
Iringa,Njombe,Mahongole,Mvengi B,1591.0
Iringa,Njombe,Mahongole,Mwongozo,1443.25
Iringa,Njombe,Mahongole,Njia Panda,1574.0
Iringa,Njombe,Mahongole,Nyamande A,1553.0
Iringa,Njombe,Mahongole,Nyamande B,1523.0
Iringa,Njombe,Mahongole,Uchachikile B,1490.0
Iringa,Njombe,Mahongole,Uhuru,1437.2
Iringa,Njombe,Mahongole,Uhuru Kwa Joji,1434.0
Iringa,Njombe,Mahongole,Ulinzi,1429.0
Iringa,Njombe,Mahongole,Usetule Kati,1599.0
Iringa,Njombe,Mahongole,Wangama,1582.0
Iringa,Njombe,Makambako,Ibiki,1560.0
Iringa,Njombe,Makambako,Ibumila,1633.0
Iringa,Njombe,Makambako,Isimikinyi,1607.0
Iringa,Njombe,Makambako,Itipingi,1601.25
Iringa,Njombe,Makambako,Kihanga,1611.6666666666667
Iringa,Njombe,Makambako,Kinyangesi,1615.6666666666667
Iringa,Njombe,Makambako,Kinyengesi,1638.0
Iringa,Njombe,Makambako,Mafiwi,1607.3333333333333
Iringa,Njombe,Makambako,Mgewalala,1621.3333333333333
Iringa,Njombe,Makambako,Mkolango,1593.6
Iringa,Njombe,Makambako,Mlowa,1618.3333333333333
Iringa,Njombe,Makambako,Mlucha,1595.7142857142858
Iringa,Njombe,Makambako,Mpakani,1620.0
Iringa,Njombe,Makambako,Mulucha,1600.0
Iringa,Njombe,Makambako,Ngelele,1563.2
Iringa,Njombe,Makambako,Udumuka,1585.0
Iringa,Njombe,Matola,Godauni,1959.0
Iringa,Njombe,Matola,Ichimbo,2172.5555555555557
Iringa,Njombe,Matola,Igobi,2189.25
Iringa,Njombe,Matola,Igomelo,1922.0
Iringa,Njombe,Matola,Iholo,2236.5
Iringa,Njombe,Matola,Ikondo,2049.2
Iringa,Njombe,Matola,Ilala,2174.25
Iringa,Njombe,Matola,Kibaoni,2112.6666666666665
Iringa,Njombe,Matola,Kidewa,2018.0
Iringa,Njombe,Matola,Kinenulo,2018.5
Iringa,Njombe,Matola,Lizaboni,2166.3333333333335
Iringa,Njombe,Matola,Lukungu,2185.0
Iringa,Njombe,Matola,Mabibo,2009.75
Iringa,Njombe,Matola,Magenge,2169.3333333333335
Iringa,Njombe,Matola,Magongolo,2045.5
Iringa,Njombe,Matola,Majengo,2171.6666666666665
Iringa,Njombe,Matola,Manga,2022.75
Iringa,Njombe,Matola,Mayavila,2242.0
Iringa,Njombe,Matola,Mchabachaba,2178.4285714285716
Iringa,Njombe,Matola,Mjimwema,2228.8
Iringa,Njombe,Matola,Mkunga,2174.1666666666665
Iringa,Njombe,Matola,Mpembati,1858.0
Iringa,Njombe,Matola,Msekenalo,1949.5
Iringa,Njombe,Matola,Nyamnoge,2280.5
Iringa,Njombe,Matola,Ostabey,2158.5
Iringa,Njombe,Matola,Ulindiwa,2145.25
Iringa,Njombe,Matola,Wilimi,2182.0
Iringa,Njombe,Matola,Yerico,2158.0
Iringa,Njombe,Mdandu,Idodi,1696.5
Iringa,Njombe,Mdandu,Igailo,1831.5
Iringa,Njombe,Mdandu,Igima,1889.0
Iringa,Njombe,Mdandu,Ikondo,1831.8
Iringa,Njombe,Mdandu,Isupilo,1718.0
Iringa,Njombe,Mdandu,Itandula,1762.5
Iringa,Njombe,Mdandu,Itombololo,1877.0
Iringa,Njombe,Mdandu,Itulahumba,1786.0
Iringa,Njombe,Mdandu,Iwawa,1803.0
Iringa,Njombe,Mdandu,Kati,1798.3714285714286
Iringa,Njombe,Mdandu,Kidudumo,1711.75
Iringa,Njombe,Mdandu,Kidudumu,1703.0
Iringa,Njombe,Mdandu,Kidulime,1845.8
Iringa,Njombe,Mdandu,Kihanga,1691.0
Iringa,Njombe,Mdandu,Kilolelo,1795.3333333333333
Iringa,Njombe,Mdandu,Lole,1827.6666666666667
Iringa,Njombe,Mdandu,Lukani,1776.5
Iringa,Njombe,Mdandu,Mahongole,1786.5
Iringa,Njombe,Mdandu,Mahonhole,1770.0
Iringa,Njombe,Mdandu,Makoga,1734.0
Iringa,Njombe,Mdandu,Makuga,1720.0
Iringa,Njombe,Mdandu,Malangali,1685.0
Iringa,Njombe,Mdandu,Manzese,1795.5
Iringa,Njombe,Mdandu,Mapila,1674.75
Iringa,Njombe,Mdandu,Mawindi,1851.6666666666667
Iringa,Njombe,Mdandu,Mayavile,1793.3333333333333
Iringa,Njombe,Mdandu,Mlimani,1828.3333333333333
Iringa,Njombe,Mdandu,Mndelo,1795.0
Iringa,Njombe,Mdandu,Mondelo,1854.8333333333333
Iringa,Njombe,Mdandu,Mshindo,1772.0
Iringa,Njombe,Mdandu,Mtakuja,1770.75
Iringa,Njombe,Mdandu,Mvinila,1815.5714285714287
Iringa,Njombe,Mdandu,Ngelele,1765.3714285714286
Iringa,Njombe,Mdandu,Nyalava,1748.0
Iringa,Njombe,Mdandu,Nyamagana,1798.0
Iringa,Njombe,Mdandu,Nywage,1910.6666666666667
Iringa,Njombe,Mdandu,Sadani,1757.888888888889
Iringa,Njombe,Mdandu,Salimwani,1726.0
Iringa,Njombe,Mdandu,Shuleni,1851.7142857142858
Iringa,Njombe,Mdandu,Uchiliwala,1928.0
Iringa,Njombe,Mdandu,Ukamba,1867.5
Iringa,Njombe,Mdandu,Wanike,1764.0
Iringa,Njombe,Mdandu,Yeriko,1777.0
Iringa,Njombe,Mdandu,Zahanati,1850.5714285714287
Iringa,Njombe,Mtwango,Azimio,1767.0
Iringa,Njombe,Mtwango,Ibumilayinga,1821.3333333333333
Iringa,Njombe,Mtwango,Igalali,1517.0
Iringa,Njombe,Mtwango,Igalavi,1516.5
Iringa,Njombe,Mtwango,Ihami,1580.6
Iringa,Njombe,Mtwango,Ihani,1563.0
Iringa,Njombe,Mtwango,Ikega,1815.0
Iringa,Njombe,Mtwango,Ikelu,1794.75
Iringa,Njombe,Mtwango,Ikorinto,1810.4
Iringa,Njombe,Mtwango,Ikwega,1813.5
Iringa,Njombe,Mtwango,Limakwale,1798.0
Iringa,Njombe,Mtwango,Lingabena,1796.6666666666667
Iringa,Njombe,Mtwango,Lugalo,1712.0
Iringa,Njombe,Mtwango,Lunduka,1615.0
Iringa,Njombe,Mtwango,Lundukali,1624.0
Iringa,Njombe,Mtwango,Lunguya,1790.75
Iringa,Njombe,Mtwango,Lyalamo,1793.0
Iringa,Njombe,Mtwango,Lyalamu,1791.0
Iringa,Njombe,Mtwango,Magangasenga,1794.2
Iringa,Njombe,Mtwango,Majengo,1611.4
Iringa,Njombe,Mtwango,Malolo,1822.2
Iringa,Njombe,Mtwango,Mapinduzi,1770.0
Iringa,Njombe,Mtwango,Materevasi,1786.3333333333333
Iringa,Njombe,Mtwango,Materevati,1808.0
Iringa,Njombe,Mtwango,Mbweni,1690.3
Iringa,Njombe,Mtwango,Mjimwema,1729.1666666666667
Iringa,Njombe,Mtwango,Mlimani,1687.3636363636363
Iringa,Njombe,Mtwango,Mtamba,1760.0
Iringa,Njombe,Mtwango,Mtoninganga,1784.8333333333333
Iringa,Njombe,Mtwango,Muungano,1717.6666666666667
Iringa,Njombe,Mtwango,Ndukali,1653.0
Iringa,Njombe,Mtwango,Ngabena,1796.0
Iringa,Njombe,Mtwango,Ngamanga Kati,1540.3333333333333
Iringa,Njombe,Mtwango,Nyamagala,1825.3333333333333
Iringa,Njombe,Mtwango,Nyandwita,1764.0
Iringa,Njombe,Mtwango,Nyandwite,1764.3333333333333
Iringa,Njombe,Mtwango,Sokoni,1788.375
Iringa,Njombe,Mtwango,Sovi,1765.0
Iringa,Njombe,Mtwango,Tukuyu,1522.0
Iringa,Njombe,Njombe Urban,Amani,1965.1666666666667
Iringa,Njombe,Njombe Urban,Idopedope,1977.0
Iringa,Njombe,Njombe Urban,Idunda,1943.25
Iringa,Njombe,Njombe Urban,Iturike,1904.0
Iringa,Njombe,Njombe Urban,Maheve,1924.5
Iringa,Njombe,Njombe Urban,Mgodechi,2020.857142857143
Iringa,Njombe,Njombe Urban,Shuleni,1955.7142857142858
Iringa,Njombe,Njombe Urban,Ushirika,1908.0
Iringa,Njombe,Njombe Urban,Wikichi,1942.5555555555557
Iringa,Njombe,Saja,Chang'Ing'Ine,1406.0
Iringa,Njombe,Saja,Ide Kati,1287.0
Iringa,Njombe,Saja,Igeleke,1320.6666666666667
Iringa,Njombe,Saja,Igomba Kati,1402.5
Iringa,Njombe,Saja,Igomelo,1329.0
Iringa,Njombe,Saja,Ilole,1264.0
Iringa,Njombe,Saja,Iloli,1288.0
Iringa,Njombe,Saja,Ipamba,1402.5
Iringa,Njombe,Saja,Isining'Ombe,1435.0
Iringa,Njombe,Saja,Itengelo Kati,1413.0
Iringa,Njombe,Saja,Itengelu Kati,1391.5
Iringa,Njombe,Saja,K,1584.0
Iringa,Njombe,Saja,Kariakoo,1264.0
Iringa,Njombe,Saja,Kazimoto,1304.0
Iringa,Njombe,Saja,M,1635.75
Iringa,Njombe,Saja,Madaraka,1451.0
Iringa,Njombe,Saja,Mapogolo,1263.5
Iringa,Njombe,Saja,Mawe Saba,1306.0
Iringa,Njombe,Saja,Mayawile,1316.0
Iringa,Njombe,Saja,Mbugi,1347.0
Iringa,Njombe,Saja,Mpululu,1292.25
Iringa,Njombe,Saja,Nyang'Onzi,1366.0
Iringa,Njombe,Saja,Saja Kati,1296.5
Iringa,Njombe,Saja,T,1595.0
Iringa,Njombe,Saja,Ulapilo,1275.5
Iringa,Njombe,Saja,Unyanye,1359.0
Iringa,Njombe,Usuka,Dulamu,1574.6666666666667
Iringa,Njombe,Usuka,Iditima,1587.0
Iringa,Njombe,Usuka,Igairo,1575.0
Iringa,Njombe,Usuka,Igando,1493.0
Iringa,Njombe,Usuka,Igombatavangu,1614.75
Iringa,Njombe,Usuka,Igondo,1499.0
Iringa,Njombe,Usuka,Ihang'Ana,1550.0
Iringa,Njombe,Usuka,Ihege,1477.0
Iringa,Njombe,Usuka,Ikemeja,1553.5
Iringa,Njombe,Usuka,Ikingula,1482.3333333333333
Iringa,Njombe,Usuka,Itaniling'Ani,1628.25
Iringa,Njombe,Usuka,Itula,1529.5
Iringa,Njombe,Usuka,Kati,1628.0
Iringa,Njombe,Usuka,Kihanga,1493.3333333333333
Iringa,Njombe,Usuka,Kitovuni,1583.0
Iringa,Njombe,Usuka,Kiwele,1686.0
Iringa,Njombe,Usuka,Limteni,1590.3333333333333
Iringa,Njombe,Usuka,Lusaka,1612.3333333333333
Iringa,Njombe,Usuka,Lyalam,1541.0
Iringa,Njombe,Usuka,Lyalamu,1540.0
Iringa,Njombe,Usuka,Magegele,1409.5
Iringa,Njombe,Usuka,Magunga,1703.0
Iringa,Njombe,Usuka,Makambako,1620.6666666666667
Iringa,Njombe,Usuka,Makungu,1585.0
Iringa,Njombe,Usuka,Matipu,1532.0
Iringa,Njombe,Usuka,Mawanda,1547.0
Iringa,Njombe,Usuka,Mawande,1513.0
Iringa,Njombe,Usuka,Mawanga,1524.0
Iringa,Njombe,Usuka,Mayale,1661.25
Iringa,Njombe,Usuka,Mbeya,1531.0
Iringa,Njombe,Usuka,Mdeme,1656.6666666666667
Iringa,Njombe,Usuka,Mdemi,1645.0
Iringa,Njombe,Usuka,Mgeduli,1512.6
Iringa,Njombe,Usuka,Mjimwema,1558.0
Iringa,Njombe,Usuka,Mkanivega,1505.6666666666667
Iringa,Njombe,Usuka,Mlangali,1560.0
Iringa,Njombe,Usuka,Mmana,1518.4
Iringa,Njombe,Usuka,Msasa,1672.4
Iringa,Njombe,Usuka,Mwaludete,1674.6666666666667
Iringa,Njombe,Usuka,Nyawenga,1696.3333333333333
Iringa,Njombe,Usuka,Swelu,1686.0
Iringa,Njombe,Usuka,Taniling'Ani,1637.0
Iringa,Njombe,Usuka,Ugwalange,1465.0
Iringa,Njombe,Usuka,Ugwalanyi,1451.0
Iringa,Njombe,Usuka,Ulanga,1575.8
Iringa,Njombe,Usuka,Uligile,1480.75
Iringa,Njombe,Usuka,Wangama,1657.25
Iringa,Njombe,Usuka,Yeriko,1665.6666666666667
Iringa,Njombe,Uwemba,Chini,1965.0
Iringa,Njombe,Uwemba,Galilea,2100.875
Iringa,Njombe,Uwemba,Ichenga,2102.25
Iringa,Njombe,Uwemba,Idagadaga,1985.0
Iringa,Njombe,Uwemba,Idunda,2003.0
Iringa,Njombe,Uwemba,Ilua,2003.0
Iringa,Njombe,Uwemba,Ilunga,2008.5
Iringa,Njombe,Uwemba,Kati,1993.857142857143
Iringa,Njombe,Uwemba,Lunyami,1988.0
Iringa,Njombe,Uwemba,Magoda A,1978.5833333333333
Iringa,Njombe,Uwemba,Magoda C,1988.625
Iringa,Njombe,Uwemba,Majengo,2126.75
Iringa,Njombe,Uwemba,Muhive,2000.0
Iringa,Njombe,Uwemba,Mwanyago,2121.4
Iringa,Njombe,Uwemba,Ndipa,1999.0
Iringa,Njombe,Uwemba,Nyamalamba,1987.0
Iringa,Njombe,Uwemba,Salimu,2069.5555555555557
Iringa,Njombe,Uwemba,Uwemba Magharibi,2110.3333333333335
Iringa,Njombe,Uwemba,Uwemba Mashariki,2110.3333333333335
Iringa,Njombe,Wangama,Ihalafu,1949.25
Iringa,Njombe,Wangama,Ikanga,2182.6923076923076
Iringa,Njombe,Wangama,Ilulu A,2176.5
Iringa,Njombe,Wangama,Ilulu B,2191.4
Iringa,Njombe,Wangama,Itunidza,1972.0
Iringa,Njombe,Wangama,Kibena,2146.6666666666665
Iringa,Njombe,Wangama,Lutowelo,2006.6
Iringa,Njombe,Wangama,Msaada,2174.0
Iringa,Njombe,Wangama,Mtakuja,2183.3333333333335
Iringa,Njombe,Wangama,Ngongomi,2148.0
Iringa,Njombe,Wangama,Utunidza,1962.0
Iringa,Njombe,Wanging'ombe,Amani,1278.0
Iringa,Njombe,Wanging'ombe,Chahove,1325.0
Iringa,Njombe,Wanging'ombe,Chalufilili,1434.5
Iringa,Njombe,Wanging'ombe,Chamvanga,1335.6666666666667
Iringa,Njombe,Wanging'ombe,Chang'Anga,1251.0
Iringa,Njombe,Wanging'ombe,Chereji,1231.2
Iringa,Njombe,Wanging'ombe,Gomahenja,1395.0
Iringa,Njombe,Wanging'ombe,Gomahenji,1402.0
Iringa,Njombe,Wanging'ombe,Ibula,1333.5
Iringa,Njombe,Wanging'ombe,Igumbilo,1318.5
Iringa,Njombe,Wanging'ombe,Ikemeja,1451.0
Iringa,Njombe,Wanging'ombe,Ingumbilo,1319.0
Iringa,Njombe,Wanging'ombe,Itandula B,1422.5
Iringa,Njombe,Wanging'ombe,Katenge A,1498.5
Iringa,Njombe,Wanging'ombe,Katenge B,1428.0
Iringa,Njombe,Wanging'ombe,Kati,1389.95
Iringa,Njombe,Wanging'ombe,Kigunge,1207.0
Iringa,Njombe,Wanging'ombe,Kilimahewa,1522.0
Iringa,Njombe,Wanging'ombe,Lukuga,1347.0
Iringa,Njombe,Wanging'ombe,Mabaloni,1316.6666666666667
Iringa,Njombe,Wanging'ombe,Magharibi,1378.0
Iringa,Njombe,Wanging'ombe,Magofu,1469.6666666666667
Iringa,Njombe,Wanging'ombe,Majengo,1428.4545454545455
Iringa,Njombe,Wanging'ombe,Mashariki,1412.0
Iringa,Njombe,Wanging'ombe,Mbembe,1425.142857142857
Iringa,Njombe,Wanging'ombe,Mbuyuni,1392.0
Iringa,Njombe,Wanging'ombe,Mdaga,1324.4285714285713
Iringa,Njombe,Wanging'ombe,Mdagala,1330.0
Iringa,Njombe,Wanging'ombe,Mfumbi,1379.0
Iringa,Njombe,Wanging'ombe,Mkafu,1261.6666666666667
Iringa,Njombe,Wanging'ombe,Mlevela,1442.0
Iringa,Njombe,Wanging'ombe,Mlimani,1336.0
Iringa,Njombe,Wanging'ombe,Mnadani,1306.0
Iringa,Njombe,Wanging'ombe,Mpalanji,1451.0
Iringa,Njombe,Wanging'ombe,Msikitini,1304.0
Iringa,Njombe,Wanging'ombe,Msikitini Stre,1301.0
Iringa,Njombe,Wanging'ombe,Mtakuja,1358.0
Iringa,Njombe,Wanging'ombe,Mtendereje,1420.3333333333333
Iringa,Njombe,Wanging'ombe,Mtendereji,1431.0
Iringa,Njombe,Wanging'ombe,Mtwivila,1231.0
Iringa,Njombe,Wanging'ombe,Ngelele,1360.0
Iringa,Njombe,Wanging'ombe,Nyamko,1228.0
Iringa,Njombe,Wanging'ombe,Salimwani,1423.5
Iringa,Njombe,Wanging'ombe,Sining'Ombe,1340.3333333333333
Iringa,Njombe,Wanging'ombe,Soliwaye,1432.0
Iringa,Njombe,Wanging'ombe,Tambukareli,1380.0
Iringa,Njombe,Wanging'ombe,Ukombozi,1450.0
Iringa,Njombe,Wanging'ombe,Uyelevala,1399.0
Iringa,Njombe,Wanging'ombe,Uyelivala,1399.0
Iringa,Njombe,Wanging'ombe,Wangama,1325.0
Iringa,Njombe,Wanging'ombe,Wanging'Ombe,1391.4
Iringa,Njombe,Wanging'ombe,Welela,1373.0
Iringa,Njombe,Yakobi,Gagindu,1657.0
Iringa,Njombe,Yakobi,Igelango,1714.0
Iringa,Njombe,Yakobi,Ilango,1684.0
Iringa,Njombe,Yakobi,Kalenga,1689.5
Iringa,Njombe,Yakobi,Lwambala,1715.0
Iringa,Njombe,Yakobi,Lwambara,1719.0
Iringa,Njombe,Yakobi,Lwamuhenga,1693.0
Iringa,Njombe,Yakobi,Lwangamanga,1721.0
Iringa,Njombe,Yakobi,Matamba,1738.3333333333333
Iringa,Njombe,Yakobi,Matewele,1653.75
Iringa,Njombe,Yakobi,Utilimwani,1666.6666666666667
Iringa,Njombe,Yakobi,Wangamaganga,1704.0
Iringa,Njombe,Yakobi,Yeriko,1649.0
Kagera,Biharamulo,Biharamulo Urban,Busota,
Kagera,Biharamulo,Biharamulo Urban,Chaitaka,
Kagera,Biharamulo,Biharamulo Urban,Chankende,
Kagera,Biharamulo,Biharamulo Urban,Hospitali,
Kagera,Biharamulo,Biharamulo Urban,Kahororo,
Kagera,Biharamulo,Biharamulo Urban,Kahumo,
Kagera,Biharamulo,Biharamulo Urban,Kaitanyonyi,
Kagera,Biharamulo,Biharamulo Urban,Katerero,
Kagera,Biharamulo,Biharamulo Urban,Kibamba,
Kagera,Biharamulo,Biharamulo Urban,Kisozoni,
Kagera,Biharamulo,Biharamulo Urban,Kitoka,
Kagera,Biharamulo,Biharamulo Urban,Kitwechembogo B,
Kagera,Biharamulo,Biharamulo Urban,Lukaragata,
Kagera,Biharamulo,Biharamulo Urban,Lukoma,
Kagera,Biharamulo,Biharamulo Urban,Majengo A,
Kagera,Biharamulo,Biharamulo Urban,Majengo B,
Kagera,Biharamulo,Biharamulo Urban,Mbatama,
Kagera,Biharamulo,Biharamulo Urban,Msikitini,
Kagera,Biharamulo,Biharamulo Urban,Ng'Ambo,
Kagera,Biharamulo,Biharamulo Urban,Ng'Ambo B,
Kagera,Biharamulo,Biharamulo Urban,Nyakatuntu,
Kagera,Biharamulo,Biharamulo Urban,Nyambazu,
Kagera,Biharamulo,Biharamulo Urban,Nyarukongogo,
Kagera,Biharamulo,Biharamulo Urban,Nyarukongogo A,
